Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,LATITUDE,LONGITUDE,ALT,Flood?,Season,Rainfall_Category,Temperature_Range,Humidity_Rainfall_Index
Khulna,1986,7,35.5,25.5,390.0,89.0,1.6,6.1,3.7,22.8,89.58,4,1,Monsoon,High,10.0,34710.0
Kutubdia,1986,7,32.0,25.3,630.0,87.0,2.9,6.5,3.7,21.83,91.84,6,1,Monsoon,Extreme,6.699999999999999,54810.0
Madaripur,1986,7,35.0,25.4,531.0,84.0,0.5,6.5,3.661538462,23.17,90.18,5,1,Monsoon,Extreme,9.6,44604.0
Maijdee Court,1986,7,33.5,25.3,635.0,89.0,1.9,6.0,3.4,22.83,91.08,6,1,Monsoon,Extreme,8.2,56515.0
Mymensingh,1986,7,33.4,26.0,673.0,85.0,2.9,7.1,3.5,24.75,90.41,19,1,Monsoon,Extreme,7.399999999999999,57205.0
Rajshahi,1986,7,34.0,25.8,262.0,87.0,2.9,6.3,4.2,24.35,88.56,20,1,Monsoon,High,8.2,22794.0
Rangamati,1986,7,33.5,23.9,782.0,86.0,0.9,6.4,3.748148148,22.67,92.2,63,1,Monsoon,Extreme,9.6,67252.0
Rangpur,1986,7,34.2,25.3,497.0,86.0,1.7,6.6,4.2,25.72,89.26,34,1,Monsoon,High,8.900000000000002,42742.0
Sandwip,1986,7,32.4,25.7,785.0,91.0,2.3,6.0,4.022222222,22.5,91.46,6,1,Monsoon,Extreme,6.699999999999999,71435.0
Sitakunda,1986,7,34.0,25.4,759.0,84.0,3.0,5.9,3.2,22.64,91.64,4,1,Monsoon,Extreme,8.600000000000001,63756.0
Sylhet,1986,7,34.4,23.4,646.0,88.0,1.3,7.1,3.1,24.88,91.93,35,1,Monsoon,Extreme,11.0,56848.0
Teknaf,1986,7,32.1,24.9,896.0,88.0,1.1,6.5,2.8,20.87,92.26,4,1,Monsoon,Extreme,7.200000000000003,78848.0
Barisal,1986,8,35.2,26.0,252.0,87.0,0.8,5.9,5.0,22.7,90.36,4,1,Monsoon,High,9.200000000000005,21924.0
Dinajpur,1986,8,36.5,26.1,329.0,80.0,1.0,5.0,5.208,25.63,88.66,37,1,Monsoon,High,10.4,26320.0
Feni,1986,8,35.5,25.5,469.0,85.0,1.2,6.4,4.6,23.01,91.37,8,1,Monsoon,High,10.0,39865.0
Madaripur,1986,8,35.5,26.3,442.0,81.0,0.3,5.9,3.942307692,23.17,90.18,5,1,Monsoon,High,9.2,35802.0
Rangamati,1986,8,35.2,24.8,469.0,84.0,0.8,6.1,4.744444444,22.67,92.2,63,1,Monsoon,High,10.400000000000002,39396.0
Sandwip,1986,8,33.5,26.2,441.0,87.0,1.3,5.7,4.962962963,22.5,91.46,6,1,Monsoon,High,7.300000000000001,38367.0
Sylhet,1986,8,36.7,23.3,586.0,87.0,1.3,6.5,4.2,24.88,91.93,35,1,Monsoon,Extreme,13.400000000000002,50982.0
Teknaf,1986,8,33.8,25.1,670.0,86.0,1.1,6.4,3.8,20.87,92.26,4,1,Monsoon,Extreme,8.699999999999996,57620.0
Barisal,1986,9,35.0,24.8,526.0,92.0,0.6,6.1,3.4,22.7,90.36,4,1,Monsoon,Extreme,10.2,48392.0
Bhola,1986,9,34.6,24.9,563.0,89.0,0.5,5.9,2.8,22.7,90.66,5,1,Monsoon,Extreme,9.700000000000005,50107.0
Bogra,1986,9,35.0,24.5,462.0,88.0,1.1,5.4,3.9,24.88,89.36,20,1,Monsoon,High,10.5,40656.0
Chandpur,1986,9,33.6,25.1,478.0,87.0,0.6,5.1,3.3,23.26,90.67,7,1,Monsoon,High,8.5,41586.0
Comilla,1986,9,34.0,24.9,369.0,87.0,1.5,5.4,5.6,23.48,91.19,10,1,Monsoon,High,9.1,32103.0
Dinajpur,1986,9,33.6,24.5,274.0,85.0,1.4,6.0,5.184,25.63,88.66,37,1,Monsoon,High,9.1,23290.0
Faridpur,1986,9,35.4,25.1,531.0,87.0,2.0,5.8,4.4,23.61,89.84,9,1,Monsoon,Extreme,10.299999999999995,46197.0
Feni,1986,9,36.1,24.6,460.0,87.0,1.1,6.4,4.6,23.01,91.37,8,1,Monsoon,High,11.5,40020.0
Hatiya,1986,9,33.4,25.5,370.0,88.0,2.4,6.3,4.7,22.29,91.13,4,1,Monsoon,High,7.899999999999999,32560.0
Ishurdi,1986,9,36.0,23.7,438.0,88.0,2.7,5.8,5.1,24.12,89.04,14,1,Monsoon,High,12.3,38544.0
Jessore,1986,9,35.8,24.6,606.0,89.0,2.9,6.0,3.9,23.17,89.22,7,1,Monsoon,Extreme,11.199999999999996,53934.0
Khepupara,1986,9,34.0,24.8,436.0,90.0,1.3,6.1,4.507692308,21.98,90.22,3,1,Monsoon,High,9.2,39240.0
Khulna,1986,9,35.9,25.0,643.0,89.0,1.8,6.3,4.5,22.8,89.58,4,1,Monsoon,Extreme,10.9,57227.0
Madaripur,1986,9,35.2,25.1,635.0,84.0,0.5,6.0,4.357692308,23.17,90.18,5,1,Monsoon,Extreme,10.1,53340.0
Maijdee Court,1986,9,34.4,25.1,508.0,87.0,1.2,5.6,5.0,22.83,91.08,6,1,Monsoon,Extreme,9.299999999999995,44196.0
Mymensingh,1986,9,34.3,25.0,647.0,83.0,2.5,6.5,3.5,24.75,90.41,19,1,Monsoon,Extreme,9.299999999999995,53701.0
Rajshahi,1986,9,35.2,24.9,406.0,87.0,2.4,5.9,5.5,24.35,88.56,20,1,Monsoon,High,10.300000000000004,35322.0
Rangpur,1986,9,34.0,23.7,521.0,89.0,1.6,6.2,3.5,25.72,89.26,34,1,Monsoon,Extreme,10.3,46369.0
Sandwip,1986,9,33.0,25.8,535.0,89.0,1.3,6.0,5.325925926,22.5,91.46,6,1,Monsoon,Extreme,7.199999999999999,47615.0
Satkhira,1986,9,36.3,25.4,485.0,85.0,2.7,5.8,4.5,22.68,89.07,6,1,Monsoon,High,10.9,41225.0
Sylhet,1986,9,33.9,22.5,494.0,88.0,1.2,6.9,2.6,24.88,91.93,35,1,Monsoon,High,11.4,43472.0
Bogra,1986,10,32.3,21.8,467.0,85.0,0.6,3.3,6.5,24.88,89.36,20,1,Post-Monsoon,High,10.499999999999996,39695.0
Dhaka,1986,10,33.9,23.2,237.0,81.0,0.3,3.5,7.3,23.78,90.39,9,0,Post-Monsoon,High,10.7,19197.0
Dinajpur,1986,10,30.8,20.7,365.0,79.0,0.8,3.6,6.916,25.63,88.66,37,1,Post-Monsoon,High,10.1,28835.0
Mymensingh,1986,10,32.3,22.6,583.0,81.0,1.6,4.2,5.8,24.75,90.41,19,1,Post-Monsoon,Extreme,9.699999999999996,47223.0
Rajshahi,1986,10,32.1,21.9,190.0,84.0,1.6,3.2,7.6,24.35,88.56,20,1,Post-Monsoon,Moderate,10.200000000000005,15960.0
Sylhet,1986,10,32.3,20.1,454.0,84.0,1.1,3.8,6.6,24.88,91.93,35,1,Post-Monsoon,High,12.199999999999996,38136.0
Barisal,1986,11,33.5,19.3,274.0,88.0,0.2,2.7,7.3,22.7,90.36,4,1,Post-Monsoon,High,14.2,24112.0
Dhaka,1986,11,33.1,19.8,172.0,78.0,0.4,2.5,7.6,23.78,90.39,9,0,Post-Monsoon,Moderate,13.3,13416.0
Dhaka,1986,12,29.0,15.2,3.0,75.0,0.3,1.8,8.1,23.78,90.39,9,0,Winter,Low,13.8,225.0
Dhaka,1987,1,29.8,13.1,4.0,73.0,0.6,1.0,8.7,23.78,90.39,9,0,Winter,Low,16.700000000000003,292.0
Dhaka,1987,2,34.0,16.4,0.0,65.0,0.5,1.3,8.8,23.78,90.39,9,0,Winter,Low,17.6,0.0
Feni,1987,4,35.1,23.0,395.0,82.0,1.9,4.5,7.4,23.01,91.37,8,1,Pre-Monsoon,High,12.1,32390.0
Barisal,1987,6,39.6,26.6,275.0,85.0,1.5,5.7,5.1,22.7,90.36,4,1,Monsoon,High,13.0,23375.0
Cox's Bazar,1987,6,34.4,25.7,653.0,86.0,3.0,5.4,4.6,21.46,91.98,4,1,Monsoon,Extreme,8.7,56158.0
Dinajpur,1987,6,37.5,25.7,304.0,80.0,1.1,5.3,5.228,25.63,88.66,37,1,Monsoon,High,11.8,24320.0
Faridpur,1987,6,36.0,26.4,384.0,86.0,2.4,5.8,6.0,23.61,89.84,9,1,Monsoon,High,9.6,33024.0
Khepupara,1987,6,34.5,26.3,467.0,88.0,2.1,5.9,3.807692308,21.98,90.22,3,1,Monsoon,High,8.2,41096.0
Kutubdia,1987,6,33.5,26.4,751.0,88.0,2.8,5.7,5.8,21.83,91.84,6,1,Monsoon,Extreme,7.100000000000001,66088.0
Mymensingh,1987,6,35.2,26.3,406.0,85.0,2.3,6.3,3.6,24.75,90.41,19,1,Monsoon,High,8.900000000000002,34510.0
Rangpur,1987,6,37.6,25.6,485.0,88.0,1.7,6.0,4.8,25.72,89.26,34,1,Monsoon,High,12.0,42680.0
Sandwip,1987,6,32.5,26.6,566.0,88.0,3.0,5.3,5.1,22.5,91.46,6,1,Monsoon,Extreme,5.899999999999999,49808.0
Sitakunda,1987,6,34.0,25.9,690.0,83.0,2.5,6.0,3.5,22.64,91.64,4,1,Monsoon,Extreme,8.100000000000001,57270.0
Sylhet,1987,6,34.4,24.6,1057.0,89.0,1.6,6.8,2.5,24.88,91.93,35,1,Monsoon,Extreme,9.799999999999995,94073.0
Teknaf,1987,6,34.2,25.9,504.0,85.0,1.3,5.7,3.7,20.87,92.26,4,1,Monsoon,Extreme,8.300000000000004,42840.0
Barisal,1987,7,33.8,25.4,568.0,94.0,0.9,7.0,1.8,22.7,90.36,4,1,Monsoon,Extreme,8.399999999999999,53392.0
Bhola,1987,7,34.2,26.0,660.0,90.0,0.7,6.6,0.9,22.7,90.66,5,1,Monsoon,Extreme,8.200000000000003,59400.0
Bogra,1987,7,35.7,26.0,525.0,90.0,1.6,6.1,2.6,24.88,89.36,20,1,Monsoon,Extreme,9.700000000000005,47250.0
Chandpur,1987,7,33.5,25.8,750.0,87.0,1.1,6.2,3.1,23.26,90.67,7,1,Monsoon,Extreme,7.699999999999999,65250.0
Chittagong (IAP-Patenga),1987,7,33.7,25.1,1206.0,89.0,6.9,7.2,4.2,22.34,91.79,6,1,Monsoon,Extreme,8.600000000000001,107334.0
Comilla,1987,7,33.4,25.8,429.0,89.0,2.9,6.7,4.1,23.48,91.19,10,1,Monsoon,High,7.599999999999998,38181.0
Cox's Bazar,1987,7,32.0,25.8,1885.0,91.0,3.6,7.0,1.7,21.46,91.98,4,1,Monsoon,Extreme,6.199999999999999,171535.0
Dinajpur,1987,7,33.7,25.5,1196.0,88.0,1.3,7.1,4.288,25.63,88.66,37,1,Monsoon,Extreme,8.200000000000003,105248.0
Feni,1987,7,32.5,24.7,937.0,90.0,2.1,6.8,3.9,23.01,91.37,8,1,Monsoon,Extreme,7.800000000000001,84330.0
Hatiya,1987,7,32.2,25.8,1119.0,91.0,3.2,7.1,3.9,22.29,91.13,4,1,Monsoon,Extreme,6.400000000000002,101829.0
Ishurdi,1987,7,34.7,25.5,413.0,89.0,2.4,6.5,3.6,24.12,89.04,14,1,Monsoon,High,9.200000000000005,36757.0
Khepupara,1987,7,33.8,25.5,748.0,91.0,2.3,7.2,3.580769231,21.98,90.22,3,1,Monsoon,Extreme,8.299999999999997,68068.0
Khulna,1987,7,36.1,25.5,517.0,90.0,1.8,6.8,2.3,22.8,89.58,4,1,Monsoon,Extreme,10.6,46530.0
Kutubdia,1987,7,31.5,25.6,1247.0,91.0,3.1,7.1,2.4,21.83,91.84,6,1,Monsoon,Extreme,5.899999999999999,113477.0
Maijdee Court,1987,7,32.5,25.4,1297.0,91.0,2.0,7.0,2.3,22.83,91.08,6,1,Monsoon,Extreme,7.100000000000001,118027.0
Mymensingh,1987,7,33.3,26.3,410.0,88.0,2.7,6.8,3.0,24.75,90.41,19,1,Monsoon,High,6.9999999999999964,36080.0
Rajshahi,1987,7,34.2,25.7,488.0,90.0,2.2,6.6,2.6,24.35,88.56,20,1,Monsoon,High,8.500000000000004,43920.0
Rangamati,1987,7,35.0,24.9,630.0,88.0,1.2,6.6,2.0,22.67,92.2,63,1,Monsoon,Extreme,10.1,55440.0
Rangpur,1987,7,33.3,25.9,1344.0,91.0,2.1,6.9,2.7,25.72,89.26,34,1,Monsoon,Extreme,7.399999999999999,122304.0
Sandwip,1987,7,30.8,25.6,1141.0,94.0,3.4,6.9,2.7,22.5,91.46,6,1,Monsoon,Extreme,5.199999999999999,107254.0
Sitakunda,1987,7,33.0,25.4,1225.0,89.0,2.2,7.1,1.9,22.64,91.64,4,1,Monsoon,Extreme,7.600000000000001,109025.0
Sylhet,1987,7,34.7,24.9,1038.0,91.0,1.8,7.4,2.7,24.88,91.93,35,1,Monsoon,Extreme,9.800000000000004,94458.0
Tangail,1987,7,33.4,25.6,356.0,88.0,3.1,6.8,3.9,24.15,89.55,10,1,Monsoon,High,7.799999999999997,31328.0
Teknaf,1987,7,31.7,25.0,1294.0,92.0,1.5,7.3,1.7,20.87,92.26,4,1,Monsoon,Extreme,6.699999999999999,119048.0
Barisal,1987,8,34.0,25.4,683.0,90.0,0.9,6.4,3.6,22.7,90.36,4,1,Monsoon,Extreme,8.600000000000001,61470.0
Bhola,1987,8,34.2,25.9,893.0,88.0,0.4,6.2,3.2,22.7,90.66,5,1,Monsoon,Extreme,8.300000000000004,78584.0
Bogra,1987,8,35.4,25.9,623.0,88.0,1.5,5.9,4.1,24.88,89.36,20,1,Monsoon,Extreme,9.5,54824.0
Chandpur,1987,8,33.5,26.2,559.0,85.0,1.0,5.2,4.0,23.26,90.67,7,1,Monsoon,Extreme,7.300000000000001,47515.0
Chittagong (IAP-Patenga),1987,8,34.0,24.9,673.0,85.0,4.8,6.1,4.8,22.34,91.79,6,1,Monsoon,Extreme,9.1,57205.0
Cox's Bazar,1987,8,32.8,25.5,1298.0,88.0,2.3,6.2,3.2,21.46,91.98,4,1,Monsoon,Extreme,7.299999999999997,114224.0
Dinajpur,1987,8,35.5,25.5,798.0,86.0,1.4,6.1,5.208,25.63,88.66,37,1,Monsoon,Extreme,10.0,68628.0
Faridpur,1987,8,33.5,26.6,409.0,85.0,2.5,6.0,5.2,23.61,89.84,9,1,Monsoon,High,6.899999999999999,34765.0
Feni,1987,8,34.0,25.0,820.0,88.0,1.9,6.6,4.7,23.01,91.37,8,1,Monsoon,Extreme,9.0,72160.0
Hatiya,1987,8,33.3,25.5,699.0,89.0,2.7,6.6,4.4,22.29,91.13,4,1,Monsoon,Extreme,7.799999999999997,62211.0
Ishurdi,1987,8,35.6,26.0,643.0,84.0,1.9,5.4,4.8,24.12,89.04,14,1,Monsoon,Extreme,9.6,54012.0
Jessore,1987,8,35.5,26.1,768.0,87.0,2.8,6.4,3.9,23.17,89.22,7,1,Monsoon,Extreme,9.4,66816.0
Khepupara,1987,8,34.5,25.8,798.0,88.0,1.5,6.1,4.111538462,21.98,90.22,3,1,Monsoon,Extreme,8.7,70224.0
Khulna,1987,8,35.7,25.7,498.0,87.0,1.6,6.4,4.9,22.8,89.58,4,1,Monsoon,High,10.000000000000004,43326.0
Kutubdia,1987,8,32.7,25.8,745.0,88.0,2.2,6.4,4.6,21.83,91.84,6,1,Monsoon,Extreme,6.900000000000002,65560.0
Maijdee Court,1987,8,33.5,25.4,816.0,88.0,1.6,6.2,3.9,22.83,91.08,6,1,Monsoon,Extreme,8.100000000000001,71808.0
Mymensingh,1987,8,34.6,26.3,479.0,86.0,2.2,6.1,3.6,24.75,90.41,19,1,Monsoon,High,8.3,41194.0
Rajshahi,1987,8,38.0,25.7,400.0,88.0,2.2,6.0,4.4,24.35,88.56,20,1,Monsoon,High,12.3,35200.0
Rangamati,1987,8,33.5,24.9,816.0,87.0,0.8,5.8,5.4,22.67,92.2,63,1,Monsoon,Extreme,8.600000000000001,70992.0
Sandwip,1987,8,33.5,25.4,664.0,91.0,2.3,6.0,5.0,22.5,91.46,6,1,Monsoon,Extreme,8.100000000000001,60424.0
Satkhira,1987,8,37.0,26.2,475.0,83.0,3.2,6.1,4.3,22.68,89.07,6,1,Monsoon,High,10.8,39425.0
Sitakunda,1987,8,34.5,25.5,656.0,85.0,2.4,6.6,3.3,22.64,91.64,4,1,Monsoon,Extreme,9.0,55760.0
Sylhet,1987,8,35.0,25.1,638.0,89.0,1.6,6.9,3.4,24.88,91.93,35,1,Monsoon,Extreme,9.9,56782.0
Tangail,1987,8,33.2,26.2,394.0,86.0,2.9,6.0,4.4,24.15,89.55,10,1,Monsoon,High,7.000000000000004,33884.0
Teknaf,1987,8,33.0,24.8,986.0,88.0,1.4,6.5,3.5,20.87,92.26,4,1,Monsoon,Extreme,8.2,86768.0
Barisal,1987,9,34.0,26.0,302.0,89.0,0.6,6.0,4.0,22.7,90.36,4,1,Monsoon,High,8.0,26878.0
Chittagong (IAP-Patenga),1987,9,34.2,25.3,429.0,84.0,4.5,5.7,5.9,22.34,91.79,6,1,Monsoon,High,8.900000000000002,36036.0
Cox's Bazar,1987,9,33.0,25.6,410.0,87.0,2.2,5.7,5.3,21.46,91.98,4,1,Monsoon,High,7.399999999999999,35670.0
Dinajpur,1987,9,33.5,25.4,430.0,86.0,1.0,6.4,5.184,25.63,88.66,37,1,Monsoon,High,8.100000000000001,36980.0
Faridpur,1987,9,34.0,26.8,456.0,84.0,2.1,5.7,5.5,23.61,89.84,9,1,Monsoon,High,7.199999999999999,38304.0
Feni,1987,9,33.6,25.1,550.0,87.0,1.8,5.9,5.4,23.01,91.37,8,1,Monsoon,Extreme,8.5,47850.0
Hatiya,1987,9,33.4,26.2,402.0,86.0,2.7,6.1,5.0,22.29,91.13,4,1,Monsoon,High,7.199999999999999,34572.0
Maijdee Court,1987,9,33.5,25.4,585.0,89.0,1.7,5.8,4.5,22.83,91.08,6,1,Monsoon,Extreme,8.100000000000001,52065.0
Rajshahi,1987,9,34.5,26.1,193.0,87.0,1.7,5.6,4.4,24.35,88.56,20,1,Monsoon,Moderate,8.399999999999999,16791.0
Sandwip,1987,9,35.2,25.6,621.0,90.0,2.2,5.6,5.9,22.5,91.46,6,1,Monsoon,Extreme,9.6,55890.0
Sitakunda,1987,9,33.5,25.4,694.0,82.0,1.5,5.3,5.1,22.64,91.64,4,1,Monsoon,Extreme,8.100000000000001,56908.0
Sylhet,1987,9,34.0,24.5,922.0,89.0,1.4,6.7,3.7,24.88,91.93,35,1,Monsoon,Extreme,9.5,82058.0
Teknaf,1987,9,32.4,25.0,684.0,88.0,1.2,6.1,4.4,20.87,92.26,4,1,Monsoon,Extreme,7.399999999999999,60192.0
Dhaka,1987,10,35.1,24.3,104.0,78.0,0.4,2.5,8.3,23.78,90.39,9,0,Post-Monsoon,Moderate,10.8,8112.0
Dhaka,1987,11,33.0,20.1,7.0,73.0,0.4,2.7,7.8,23.78,90.39,9,0,Post-Monsoon,Low,12.9,511.0
Dhaka,1987,12,29.2,15.2,33.0,76.0,0.3,1.2,8.3,23.78,90.39,9,0,Winter,Low,14.0,2508.0
Dhaka,1988,1,29.2,13.6,0.0,71.0,0.3,1.0,8.1,23.78,90.39,9,0,Winter,Low,15.6,0.0
Dhaka,1988,2,32.8,16.3,44.0,67.0,0.5,1.7,8.1,23.78,90.39,9,0,Winter,Low,16.499999999999996,2948.0
Barisal,1988,5,34.5,25.5,393.0,84.0,1.4,5.6,6.2,22.7,90.36,4,1,Pre-Monsoon,High,9.0,33012.0
Chittagong (IAP-Patenga),1988,5,34.9,24.9,433.0,79.0,5.2,4.7,5.9,22.34,91.79,6,1,Pre-Monsoon,High,10.0,34207.0
Comilla,1988,5,34.5,24.4,470.0,83.0,3.5,5.4,5.8,23.48,91.19,10,1,Pre-Monsoon,High,10.1,39010.0
Dinajpur,1988,5,36.3,23.6,170.0,77.0,1.0,4.5,6.848,25.63,88.66,37,1,Pre-Monsoon,Moderate,12.699999999999996,13090.0
Faridpur,1988,5,39.3,24.4,511.0,83.0,3.6,5.0,6.5,23.61,89.84,9,1,Pre-Monsoon,Extreme,14.9,42413.0
Hatiya,1988,5,33.8,25.6,474.0,83.0,5.2,5.3,5.5,22.29,91.13,4,1,Pre-Monsoon,High,8.199999999999996,39342.0
Madaripur,1988,5,36.2,24.4,412.0,78.0,1.6,4.8,5.1,23.17,90.18,5,1,Pre-Monsoon,High,11.800000000000004,32136.0
Maijdee Court,1988,5,34.5,24.8,402.0,83.0,1.9,4.8,6.4,22.83,91.08,6,1,Pre-Monsoon,High,9.7,33366.0
Mymensingh,1988,5,34.2,23.6,734.0,85.0,2.7,6.0,4.3,24.75,90.41,19,1,Pre-Monsoon,Extreme,10.6,62390.0
Patuakhali,1988,5,34.6,25.6,436.0,86.0,3.6,5.1,4.5,22.36,90.34,3,1,Pre-Monsoon,High,9.0,37496.0
Srimangal,1988,5,33.9,22.9,628.0,81.0,1.4,6.1,4.7,24.29,91.73,23,1,Pre-Monsoon,Extreme,11.0,50868.0
Sylhet,1988,5,33.9,22.3,1110.0,87.0,1.7,6.7,3.6,24.88,91.93,35,1,Pre-Monsoon,Extreme,11.599999999999998,96570.0
Barisal,1988,6,34.6,25.4,565.0,88.0,1.2,6.0,3.8,22.7,90.36,4,1,Monsoon,Extreme,9.200000000000005,49720.0
Bhola,1988,6,35.0,25.5,700.0,89.0,0.9,5.9,3.3,22.7,90.66,5,1,Monsoon,Extreme,9.5,62300.0
Bogra,1988,6,37.7,25.4,756.0,86.0,2.1,5.6,4.3,24.88,89.36,20,1,Monsoon,Extreme,12.300000000000004,65016.0
Chandpur,1988,6,34.9,26.0,355.0,84.0,1.1,5.1,3.8,23.26,90.67,7,1,Monsoon,High,8.899999999999999,29820.0
Chittagong (IAP-Patenga),1988,6,34.0,25.0,643.0,84.0,4.6,5.9,2.9,22.34,91.79,6,1,Monsoon,Extreme,9.0,54012.0
Cox's Bazar,1988,6,33.6,25.0,1306.0,89.0,2.6,6.5,3.0,21.46,91.98,4,1,Monsoon,Extreme,8.600000000000001,116234.0
Dinajpur,1988,6,37.5,25.3,347.0,81.0,1.3,5.0,5.228,25.63,88.66,37,1,Monsoon,High,12.2,28107.0
Faridpur,1988,6,36.7,25.5,468.0,87.0,3.3,5.5,5.0,23.61,89.84,9,1,Monsoon,High,11.200000000000005,40716.0
Feni,1988,6,35.6,25.4,204.0,86.0,1.6,6.2,4.3,23.01,91.37,8,1,Monsoon,High,10.200000000000005,17544.0
Hatiya,1988,6,34.0,25.6,850.0,87.0,4.2,6.0,3.8,22.29,91.13,4,1,Monsoon,Extreme,8.399999999999999,73950.0
Jessore,1988,6,37.5,25.8,543.0,85.0,4.2,6.4,3.9,23.17,89.22,7,1,Monsoon,Extreme,11.7,46155.0
Khulna,1988,6,37.0,26.1,599.0,87.0,2.8,6.2,4.2,22.8,89.58,4,1,Monsoon,Extreme,10.9,52113.0
Kutubdia,1988,6,32.6,25.4,709.0,87.0,2.7,6.5,3.5,21.83,91.84,6,1,Monsoon,Extreme,7.200000000000003,61683.0
Madaripur,1988,6,36.4,25.8,550.0,83.0,1.3,5.5,3.8,23.17,90.18,5,1,Monsoon,Extreme,10.599999999999998,45650.0
Maijdee Court,1988,6,35.0,25.7,564.0,87.0,1.8,5.6,3.8,22.83,91.08,6,1,Monsoon,Extreme,9.3,49068.0
Mymensingh,1988,6,35.6,26.1,587.0,85.0,2.9,5.9,3.9,24.75,90.41,19,1,Monsoon,Extreme,9.5,49895.0
Patuakhali,1988,6,34.7,26.0,558.0,89.0,2.4,6.2,1.2,22.36,90.34,3,1,Monsoon,Extreme,8.700000000000003,49662.0
Rajshahi,1988,6,38.3,25.2,407.0,86.0,2.6,5.9,4.7,24.35,88.56,20,1,Monsoon,High,13.099999999999998,35002.0
Rangamati,1988,6,35.2,24.9,760.0,85.0,0.9,5.3,3.7,22.67,92.2,63,1,Monsoon,Extreme,10.300000000000004,64600.0
Sandwip,1988,6,33.5,25.2,799.0,90.0,2.0,5.7,5.1,22.5,91.46,6,1,Monsoon,Extreme,8.3,71910.0
Satkhira,1988,6,38.0,26.2,688.0,81.0,2.6,6.1,4.1,22.68,89.07,6,1,Monsoon,Extreme,11.8,55728.0
Sitakunda,1988,6,34.2,25.4,578.0,83.0,1.7,5.9,2.3,22.64,91.64,4,1,Monsoon,Extreme,8.800000000000004,47974.0
Srimangal,1988,6,35.0,25.0,435.0,79.0,1.1,5.8,5.8,24.29,91.73,23,1,Monsoon,High,10.0,34365.0
Sylhet,1988,6,36.7,24.3,959.0,85.0,1.8,6.2,5.1,24.88,91.93,35,1,Monsoon,Extreme,12.400000000000002,81515.0
Tangail,1988,6,35.6,25.7,589.0,86.0,2.9,5.6,4.1,24.15,89.55,10,1,Monsoon,Extreme,9.900000000000002,50654.0
Teknaf,1988,6,32.5,24.9,811.0,87.0,1.3,7.1,3.6,20.87,92.26,4,1,Monsoon,Extreme,7.600000000000001,70557.0
Barisal,1988,7,33.5,25.9,422.0,90.0,1.3,6.5,4.0,22.7,90.36,4,1,Monsoon,High,7.600000000000001,37980.0
Bhola,1988,7,34.3,26.0,417.0,91.0,0.8,6.6,2.5,22.7,90.66,5,1,Monsoon,High,8.299999999999997,37947.0
Bogra,1988,7,34.5,26.2,486.0,87.0,1.5,6.2,3.9,24.88,89.36,20,1,Monsoon,High,8.3,42282.0
Chandpur,1988,7,33.8,26.2,340.0,85.0,1.1,5.4,3.4,23.26,90.67,7,1,Monsoon,High,7.599999999999998,28900.0
Comilla,1988,7,35.0,25.7,415.0,86.0,3.8,6.2,4.3,23.48,91.19,10,1,Monsoon,High,9.3,35690.0
Cox's Bazar,1988,7,33.0,25.2,777.0,88.0,2.7,6.6,3.4,21.46,91.98,4,1,Monsoon,Extreme,7.800000000000001,68376.0
Dinajpur,1988,7,35.0,26.3,401.0,84.0,0.9,5.7,4.288,25.63,88.66,37,1,Monsoon,High,8.7,33684.0
Feni,1988,7,36.1,25.3,822.0,88.0,1.5,6.9,3.6,23.01,91.37,8,1,Monsoon,Extreme,10.8,72336.0
Hatiya,1988,7,33.0,25.6,747.0,89.0,4.0,6.5,3.8,22.29,91.13,4,1,Monsoon,Extreme,7.399999999999999,66483.0
Khepupara,1988,7,32.2,25.9,614.0,90.0,2.6,6.9,3.4,21.98,90.22,3,1,Monsoon,Extreme,6.300000000000004,55260.0
Maijdee Court,1988,7,34.2,25.5,519.0,87.0,1.6,6.0,3.4,22.83,91.08,6,1,Monsoon,Extreme,8.700000000000003,45153.0
Mymensingh,1988,7,34.7,26.6,586.0,87.0,2.2,6.5,3.9,24.75,90.41,19,1,Monsoon,Extreme,8.100000000000001,50982.0
Patuakhali,1988,7,33.7,25.9,678.0,92.0,2.3,6.6,2.3,22.36,90.34,3,1,Monsoon,Extreme,7.800000000000004,62376.0
Rajshahi,1988,7,34.0,25.9,301.0,88.0,2.1,6.2,4.2,24.35,88.56,20,1,Monsoon,High,8.100000000000001,26488.0
Rangamati,1988,7,33.8,25.0,679.0,86.0,1.1,6.1,3.5,22.67,92.2,63,1,Monsoon,Extreme,8.799999999999997,58394.0
Sandwip,1988,7,32.8,25.4,782.0,91.0,2.2,6.2,4.1,22.5,91.46,6,1,Monsoon,Extreme,7.399999999999999,71162.0
Sitakunda,1988,7,34.5,25.6,791.0,85.0,2.0,6.3,2.8,22.64,91.64,4,1,Monsoon,Extreme,8.899999999999999,67235.0
Sylhet,1988,7,35.0,24.7,738.0,88.0,1.8,7.1,2.7,24.88,91.93,35,1,Monsoon,Extreme,10.3,64944.0
Tangail,1988,7,34.5,26.6,413.0,86.0,2.6,5.9,4.0,24.15,89.55,10,1,Monsoon,High,7.899999999999999,35518.0
